,date,co,no2,o3,so2,pm2_5,pm10,nh3,AQI
0,2020-11-25 01:00:00,2.61688,70.6,13.59,38.62,364.61,411.73,28.63,446.1702409638554
1,2020-11-25 02:00:00,3.63159,89.11,0.33,54.36,420.96,486.21,41.04,468.5744578313253
2,2020-11-25 03:00:00,4.53949,100.08,1.11,68.67,463.68,541.95,49.14,485.55951807228917
3,2020-11-25 04:00:00,4.53949,111.04,6.44,78.2,454.81,534.0,48.13,482.03289156626505
4,2020-11-25 05:00:00,4.37927,117.9,17.17,87.74,448.14,529.19,46.61,479.38096385542167
5,2020-11-25 06:00:00,3.8986199999999998,117.9,40.05,101.09,437.25,511.79,42.05,475.05120481927713
6,2020-11-25 07:00:00,1.9493099999999999,105.56,83.69,185.01,312.76,349.2,12.79,425.5551807228916
7,2020-11-25 08:00:00,1.50871,112.41,87.98,217.44,275.53,303.47,6.59,410.752891566265
8,2020-11-25 09:00:00,1.36185,109.67,95.84,213.62,263.51,289.86,6.02,405.9738554216867
9,2020-11-25 10:00:00,1.60217,93.22,104.43,152.59,271.25,302.27,12.16,409.05120481927713
10,2020-11-25 11:00:00,2.13623,94.59,86.55,103.95,284.51,324.34,21.28,414.3232530120482
11,2020-11-25 12:00:00,2.5901799999999997,109.67,50.78,82.02,287.83,336.0,27.87,415.6432530120482
12,2020-11-25 13:00:00,3.01743,120.64,19.67,69.62,295.37,354.19,35.47,418.6410843373494
13,2020-11-25 14:00:00,3.47137,117.9,3.0,65.8,325.89,402.37,46.1,430.7755421686747
14,2020-11-25 15:00:00,3.8986199999999998,105.56,0.25,63.9,363.16,456.38,50.66,445.59373493975903
15,2020-11-25 16:00:00,4.05884,98.71,0.08,59.61,387.52,490.96,42.05,455.2790361445783
16,2020-11-25 17:00:00,3.8986199999999998,91.85,0.11,52.93,394.51,498.87,31.92,458.05819277108435
17,2020-11-25 18:00:00,3.41797,83.63,0.31,42.92,369.0,461.24,20.52,447.9156626506024
18,2020-11-25 19:00:00,2.8038000000000003,74.71,0.89,33.85,327.49,400.17,12.16,431.411686746988
19,2020-11-25 20:00:00,2.45667,65.8,1.4,30.99,303.81,365.32,9.63,421.99674698795184
20,2020-11-25 21:00:00,2.26975,58.26,1.39,30.52,285.16,340.62,8.74,414.58168674698794
21,2020-11-25 22:00:00,2.16293,53.47,0.83,30.99,272.18,320.68,7.92,409.4209638554217
22,2020-11-25 23:00:00,2.13623,49.35,0.31,31.47,264.01,305.06,7.09,406.17265060240965
23,2020-11-26 00:00:00,2.18964,46.61,0.07,33.38,260.05,296.45,7.28,404.5981927710843
24,2020-11-26 01:00:00,2.48337,45.93,0.01,39.1,268.08,305.4,10.26,407.79084337349394
25,2020-11-26 02:00:00,3.2844499999999996,51.41,0.02,53.88,309.14,359.04,17.48,424.1159036144578
26,2020-11-26 03:00:00,3.79181,60.32,1.1,73.43,337.8,398.42,23.81,435.51084337349397
27,2020-11-26 04:00:00,3.0975300000000003,71.29,8.58,96.32,300.52,353.24,24.83,420.6886746987952
28,2020-11-26 05:00:00,2.64359,72.66,20.74,103.95,264.39,315.31,28.37,406.32373493975905
29,2020-11-26 06:00:00,2.1095300000000003,67.86,33.26,108.72,208.0,253.85,26.6,367.7674418604651
30,2020-11-26 07:00:00,1.09482,49.35,66.52,90.6,115.32,139.51,12.79,284.02344827586205
31,2020-11-26 08:00:00,0.89455,42.5,82.25,83.92,92.77,111.59,10.13,207.04241379310344
32,2020-11-26 09:00:00,0.8812000000000001,44.55,85.12,92.51,88.53,107.12,10.64,194.98172413793105
33,2020-11-26 10:00:00,1.30844,63.06,67.23,100.14,106.99,132.1,17.23,255.5865517241379
34,2020-11-26 11:00:00,2.05612,91.85,30.76,95.37,138.22,175.22,26.85,314.2153488372093
35,2020-11-26 12:00:00,2.67029,106.93,2.26,84.88,155.65,203.84,33.44,327.59186046511627
36,2020-11-26 13:00:00,3.0975300000000003,94.59,0.0,74.39,169.52,227.04,41.04,338.2362790697674
37,2020-11-26 14:00:00,3.57819,85.0,0.0,69.62,202.21,276.96,50.16,363.3239534883721
38,2020-11-26 15:00:00,3.95203,85.0,0.0,64.85,234.37,325.87,49.14,388.00488372093025
39,2020-11-26 16:00:00,4.00543,85.0,0.0,59.13,245.5,343.52,39.01,396.54651162790697
40,2020-11-26 17:00:00,3.685,84.31,0.0,51.98,229.77,319.4,30.4,384.4746511627907
41,2020-11-26 18:00:00,2.72369,78.14,0.12,42.92,174.77,238.31,19.76,342.26534883720933
42,2020-11-26 19:00:00,1.6956300000000002,67.17,2.5,32.42,114.3,149.46,11.65,280.54137931034484
43,2020-11-26 20:00:00,1.30844,54.84,9.39,26.7,90.01,113.31,9.88,109.17912751677852
44,2020-11-26 21:00:00,1.1348699999999998,47.3,18.06,27.66,82.03,100.6,9.5,172.79206896551725
45,2020-11-26 22:00:00,0.97466,39.76,31.11,29.56,77.06,92.05,8.99,155.82551724137932
46,2020-11-26 23:00:00,0.89455,34.62,38.98,28.37,73.1,86.42,8.61,142.30689655172412
47,2020-11-27 00:00:00,0.89455,33.59,38.98,28.13,71.17,84.01,8.61,135.71827586206896
48,2020-11-27 01:00:00,1.06812,40.44,28.61,32.42,77.66,93.52,10.39,157.87379310344826
49,2020-11-27 02:00:00,1.4419600000000001,55.52,10.01,40.53,93.87,117.18,14.95,210.79758620689657
50,2020-11-27 03:00:00,1.66893,53.47,11.36,47.21,100.66,128.85,17.99,233.97724137931033
51,2020-11-27 04:00:00,1.70898,47.3,23.96,54.84,101.94,132.24,20.77,238.34689655172411
52,2020-11-27 05:00:00,1.6555799999999998,45.93,37.91,61.99,102.47,134.15,23.56,240.15620689655174
53,2020-11-27 06:00:00,1.4553099999999999,45.24,57.94,66.76,96.21,124.64,22.29,218.78586206896549
54,2020-11-27 07:00:00,0.9479500000000001,33.24,89.41,54.84,65.04,82.8,14.57,114.79172413793106
55,2020-11-27 08:00:00,0.81444,29.13,107.29,48.16,60.21,75.19,13.05,110.29417910447762
56,2020-11-27 09:00:00,0.81444,30.5,117.3,49.11,66.66,81.87,14.06,125.08507462686566
57,2020-11-27 10:00:00,1.14822,45.93,107.29,52.93,84.8,105.35,19.0,182.24827586206897
58,2020-11-27 11:00:00,1.6555799999999998,72.66,75.1,53.88,105.82,134.28,24.57,251.59241379310342
59,2020-11-27 12:00:00,2.0828200000000003,104.19,30.4,51.02,118.21,151.31,28.88,293.88931034482755
60,2020-11-27 13:00:00,2.4032600000000004,112.41,7.06,50.07,135.62,173.83,34.45,312.22
61,2020-11-27 14:00:00,2.5100700000000002,101.45,7.96,49.59,154.47,198.73,39.52,326.68627906976747
62,2020-11-27 15:00:00,2.37656,87.05,18.95,45.78,163.42,209.55,41.04,333.5548837209302
63,2020-11-27 16:00:00,2.2964499999999997,76.77,26.82,42.44,169.15,215.26,38.51,337.95232558139537
64,2020-11-27 17:00:00,2.34985,75.4,23.96,40.53,179.28,227.25,32.93,345.726511627907
65,2020-11-27 18:00:00,2.18964,71.97,21.82,34.33,174.77,219.02,23.31,342.26534883720933
66,2020-11-27 19:00:00,1.7890899999999998,58.95,28.25,25.03,150.44,183.04,13.93,323.593488372093
67,2020-11-27 20:00:00,1.4019000000000001,41.47,40.05,18.6,132.96,156.48,9.75,310.1786046511628
68,2020-11-27 21:00:00,1.22833,32.56,45.78,16.45,126.1,144.97,7.79,304.9139534883721
69,2020-11-27 22:00:00,1.1615799999999998,28.1,47.92,15.5,124.33,140.4,6.59,303.55558139534884
70,2020-11-27 23:00:00,1.14822,26.05,50.07,15.5,126.38,140.94,6.21,305.12883720930233
71,2020-11-28 00:00:00,1.18828,26.39,52.21,17.41,136.96,151.52,6.52,313.24837209302325
72,2020-11-28 01:00:00,1.3485,32.22,51.5,22.89,158.21,176.16,8.36,329.55651162790696
73,2020-11-28 02:00:00,1.6956300000000002,47.3,37.91,31.47,185.59,211.46,12.41,350.5690697674419
74,2020-11-28 03:00:00,1.8959000000000001,53.47,32.19,38.62,197.84,228.15,15.71,359.9702325581395
75,2020-11-28 04:00:00,1.8692,45.93,47.92,46.25,192.49,222.35,18.49,355.8644186046512
76,2020-11-28 05:00:00,1.7623900000000001,42.16,71.53,52.93,186.49,215.43,20.27,351.2597674418605
77,2020-11-28 06:00:00,1.58882,37.7,105.86,58.17,174.62,199.38,19.0,342.1502325581395
78,2020-11-28 07:00:00,1.0414100000000002,23.65,140.19,47.21,110.26,124.43,11.65,266.7496551724138
79,2020-11-28 08:00:00,0.8678400000000001,19.71,154.5,41.49,92.78,103.92,10.26,207.07655172413794
80,2020-11-28 09:00:00,0.8678400000000001,20.74,165.94,44.82,96.88,108.01,11.15,221.07310344827584
81,2020-11-28 10:00:00,1.73569,58.95,123.02,54.36,140.53,166.19,20.52,315.9881395348837
82,2020-11-28 11:00:00,3.12424,116.53,49.35,61.04,204.21,250.82,30.65,364.85883720930235
83,2020-11-28 12:00:00,4.27246,148.06,3.17,62.94,251.13,312.63,38.51,401.05168674698797
84,2020-11-28 13:00:00,5.34058,150.8,0.0,66.76,305.95,382.34,49.14,422.8475903614458
85,2020-11-28 14:00:00,5.7678199999999995,150.8,0.0,67.71,351.5,440.0,55.73,440.9578313253012
86,2020-11-28 15:00:00,5.07355,142.57,0.2,59.61,341.86,424.77,51.68,437.1250602409639
87,2020-11-28 16:00:00,3.79181,119.27,8.4,50.55,284.08,347.44,42.56,414.1522891566265
88,2020-11-28 17:00:00,3.5247800000000002,102.82,13.05,45.3,274.87,335.43,40.03,410.49048192771085
89,2020-11-28 18:00:00,3.12424,90.48,14.13,35.29,248.69,299.94,32.17,398.9946511627907
90,2020-11-28 19:00:00,2.45667,71.97,20.21,23.84,201.74,238.09,20.77,362.9632558139535
91,2020-11-28 20:00:00,2.00272,56.21,26.11,19.07,172.07,199.13,14.82,340.1932558139535
92,2020-11-28 21:00:00,1.73569,47.3,28.61,16.93,156.8,179.28,10.89,328.4744186046512
93,2020-11-28 22:00:00,1.56212,40.1,31.11,15.97,145.46,164.55,8.11,319.77162790697673
94,2020-11-28 23:00:00,1.4285999999999999,35.99,31.83,15.74,138.33,155.25,6.08,314.29976744186047
95,2020-11-29 00:00:00,1.32179,34.62,33.26,16.21,134.49,150.71,5.07,311.35279069767444
96,2020-11-29 01:00:00,1.4285999999999999,42.16,28.25,20.5,144.8,164.06,6.33,319.2651162790698
97,2020-11-29 02:00:00,1.8959000000000001,63.06,10.01,30.52,175.84,205.53,11.02,343.086511627907
98,2020-11-29 03:00:00,2.42996,67.86,9.3,40.05,205.11,244.44,16.21,365.5495348837209
99,2020-11-29 04:00:00,2.8305100000000003,69.23,21.46,50.55,229.77,276.06,22.55,384.4746511627907
100,2020-11-29 05:00:00,3.15094,79.51,40.41,64.85,258.81,311.02,28.88,404.1051807228916
101,2020-11-29 06:00:00,3.15094,87.05,77.96,82.02,277.18,329.15,29.39,411.4089156626506
102,2020-11-29 07:00:00,1.4285999999999999,44.55,141.62,75.34,152.26,174.87,11.27,324.99023255813955
103,2020-11-29 08:00:00,1.14822,35.64,160.22,66.76,133.28,152.32,8.74,310.42418604651164
104,2020-11-29 09:00:00,1.12152,36.67,170.23,69.62,131.24,150.27,9.25,308.8586046511628
105,2020-11-29 10:00:00,2.2964499999999997,87.05,107.29,77.25,187.62,226.89,23.05,352.12697674418604
106,2020-11-29 11:00:00,4.11224,150.8,31.11,84.88,274.9,343.04,39.52,410.5024096385542
107,2020-11-29 12:00:00,5.7144200000000005,175.48,1.59,99.18,336.88,425.52,57.25,435.14506024096386
108,2020-11-29 13:00:00,7.15637,180.96,0.0,125.89,404.47,513.61,84.1,462.01819277108433
109,2020-11-29 14:00:00,8.11768,178.22,0.0,143.05,478.35,610.78,107.41,491.39216867469884
110,2020-11-29 15:00:00,8.331299999999999,157.65,0.0,137.33,524.79,672.15,114.5,179.08844303797468
111,2020-11-29 16:00:00,8.331299999999999,134.35,0.0,125.89,558.48,709.59,110.45,179.08844303797468
112,2020-11-29 17:00:00,8.43811,119.27,0.0,125.89,592.91,747.75,112.47,180.42694810126582
113,2020-11-29 18:00:00,8.22449,109.67,0.0,118.26,586.24,733.62,105.38,177.74993797468352
114,2020-11-29 19:00:00,7.26318,98.71,0.0,94.41,519.9,641.21,81.06,165.7031417721519
115,2020-11-29 20:00:00,6.24847,86.37,0.0,74.39,463.88,562.84,56.74,485.6390361445783
116,2020-11-29 21:00:00,5.44739,76.08,0.0,58.65,419.38,502.51,39.01,467.946265060241
117,2020-11-29 22:00:00,4.69971,70.6,0.0,47.21,377.58,449.55,29.64,451.3269879518072
118,2020-11-29 23:00:00,4.11224,69.23,0.0,38.15,337.0,399.7,24.32,435.1927710843373
119,2020-11-30 00:00:00,3.63159,69.23,0.0,31.47,303.61,358.95,19.25,421.91722891566263
120,2020-11-30 01:00:00,3.41797,70.6,0.0,36.72,279.12,329.89,25.08,412.1802409638554
121,2020-11-30 02:00:00,4.43268,74.71,0.02,51.98,338.53,407.97,36.48,435.8010843373494
122,2020-11-30 03:00:00,5.5542,74.71,1.48,64.85,393.76,479.03,47.12,457.76
123,2020-11-30 04:00:00,5.82123,87.74,7.15,76.29,406.58,494.57,54.21,462.85710843373494
124,2020-11-30 05:00:00,5.87463,123.38,23.25,90.6,434.27,525.87,58.77,473.8663855421687
125,2020-11-30 06:00:00,5.607609999999999,153.54,73.67,103.95,460.28,548.96,53.7,484.2077108433735
126,2020-11-30 07:00:00,1.97601,65.12,164.51,97.28,196.45,226.33,20.77,358.903488372093
127,2020-11-30 08:00:00,1.4953599999999998,45.93,188.83,84.88,165.43,187.62,15.07,335.0974418604651
128,2020-11-30 09:00:00,1.38855,42.84,200.27,83.92,158.8,178.9,14.19,330.0093023255814
129,2020-11-30 10:00:00,2.64359,100.08,134.47,91.55,221.87,263.85,28.37,378.4118604651163
130,2020-11-30 11:00:00,4.806520000000001,180.96,39.34,96.32,326.66,403.12,45.09,431.08168674698794
131,2020-11-30 12:00:00,6.67572,205.64,1.81,97.28,402.96,504.58,57.76,461.4178313253012
132,2020-11-30 13:00:00,8.331299999999999,200.15,0.0,106.81,483.31,610.09,76.0,493.36421686746985
133,2020-11-30 14:00:00,9.2926,180.96,0.0,107.77,563.64,718.37,90.18,191.13511392405064
134,2020-11-30 15:00:00,9.2926,156.28,0.0,97.28,613.4,784.89,91.2,191.13511392405064
135,2020-11-30 16:00:00,9.2926,137.09,0.0,84.88,656.52,833.6,73.97,191.13511392405064
136,2020-11-30 17:00:00,9.39941,120.64,0.0,78.2,703.33,887.84,57.25,192.47361898734175
137,2020-11-30 18:00:00,8.75855,102.82,0.0,61.99,669.44,844.63,37.49,184.44258860759493
138,2020-11-30 19:00:00,7.0495600000000005,87.74,0.0,41.96,557.39,699.05,20.01,163.02613164556962
139,2020-11-30 20:00:00,5.7678199999999995,74.71,0.0,34.81,475.65,585.64,14.57,491.58792899408286
140,2020-11-30 21:00:00,4.96674,64.43,0.0,32.42,426.25,516.68,13.05,470.67771084337346
141,2020-11-30 22:00:00,4.37927,57.58,0.0,31.47,390.57,467.97,12.16,456.49168674698797
142,2020-11-30 23:00:00,3.95203,53.47,0.0,29.56,361.58,426.87,10.77,444.9655421686747
143,2020-12-01 00:00:00,3.63159,51.41,0.0,29.56,338.08,394.05,10.51,435.6221686746988
144,2020-12-01 01:00:00,3.5247800000000002,54.84,0.0,36.72,328.71,380.96,13.81,431.8967469879518
145,2020-12-01 02:00:00,4.53949,61.69,0.01,51.98,387.82,458.69,21.53,455.398313253012
146,2020-12-01 03:00:00,5.5542,65.12,0.94,63.9,438.32,523.15,27.87,475.4766265060241
147,2020-12-01 04:00:00,5.7144200000000005,80.88,5.72,74.39,454.62,542.24,33.95,481.95734939759035
148,2020-12-01 05:00:00,5.82123,117.9,20.21,88.69,486.37,576.78,43.57,494.58084337349396
149,2020-12-01 06:00:00,5.82123,154.91,67.95,104.9,530.13,618.68,43.57,174.91
150,2020-12-01 07:00:00,2.4032600000000004,72.66,200.27,122.07,303.78,336.66,18.75,421.98481927710844
151,2020-12-01 08:00:00,1.8959000000000001,50.04,231.74,99.18,255.16,280.88,14.69,402.6539759036145
152,2020-12-01 09:00:00,1.7623900000000001,42.5,248.91,89.65,239.93,263.1,14.57,392.2718604651163
153,2020-12-01 10:00:00,3.0975300000000003,105.56,161.65,91.55,313.47,359.45,29.64,425.8374698795181
154,2020-12-01 11:00:00,5.28717,191.93,45.42,95.37,431.12,510.61,46.1,472.61397590361446
155,2020-12-01 12:00:00,7.26318,216.6,1.42,102.04,512.77,618.34,61.3,236.6
156,2020-12-01 13:00:00,9.07898,216.6,0.0,119.21,605.14,739.6,84.1,236.6
157,2020-12-01 14:00:00,10.14709,213.86,0.0,117.3,700.36,866.48,97.28,233.86
158,2020-12-01 15:00:00,10.040280000000001,197.41,0.0,97.28,752.66,937.4,88.16,217.41
159,2020-12-01 16:00:00,9.613040000000002,178.22,0.0,80.11,780.98,967.56,61.3,198.22
160,2020-12-01 17:00:00,9.39941,157.65,0.0,71.53,816.21,1004.64,44.58,192.47361898734175
161,2020-12-01 18:00:00,8.651729999999999,137.09,0.0,57.7,791.35,966.73,29.64,183.10395822784807
162,2020-12-01 19:00:00,7.15637,115.16,0.0,40.53,708.4,848.38,16.72,164.36463670886076
163,2020-12-01 20:00:00,6.08826,97.33,0.0,33.85,656.05,767.16,12.67,150.97946075949366
164,2020-12-01 21:00:00,5.44739,79.51,0.0,30.99,625.11,717.59,11.15,142.94830506329114
165,2020-12-01 22:00:00,4.91333,66.49,0.0,28.37,597.57,677.01,10.01,136.25565443037976
166,2020-12-01 23:00:00,4.48608,58.26,0.0,25.75,571.31,638.64,8.36,130.9015088607595
167,2020-12-02 00:00:00,4.219060000000001,56.21,0.01,25.27,546.32,602.46,8.11,127.5553088607595
168,2020-12-02 01:00:00,4.165649999999999,58.95,0.01,31.95,527.62,579.56,11.78,488.0262721893491
169,2020-12-02 02:00:00,4.96674,65.12,0.02,44.35,560.74,628.05,17.73,136.92496962025317
170,2020-12-02 03:00:00,5.44739,71.29,1.2,50.55,563.36,637.2,20.77,142.94830506329114
171,2020-12-02 04:00:00,4.48608,97.33,16.09,56.27,486.09,546.94,22.29,494.46951807228913
172,2020-12-02 05:00:00,4.219060000000001,101.45,47.92,65.8,476.05,535.98,28.12,490.47771084337353
173,2020-12-02 06:00:00,3.79181,93.22,104.43,76.29,457.05,511.42,28.37,482.9234939759036
174,2020-12-02 07:00:00,1.7623900000000001,34.96,217.44,74.39,278.08,299.32,11.65,411.7667469879518
175,2020-12-02 08:00:00,1.41525,25.36,223.16,62.94,225.17,241.86,10.64,380.94441860465116
176,2020-12-02 09:00:00,1.2950899999999999,25.02,217.44,60.08,197.62,212.92,11.4,359.8013953488372
177,2020-12-02 10:00:00,1.6555799999999998,47.3,183.11,65.8,203.92,225.96,17.23,364.63627906976745
178,2020-12-02 11:00:00,2.34985,87.74,121.59,69.62,227.74,260.82,24.57,382.9167441860465
179,2020-12-02 12:00:00,2.96402,130.24,53.64,68.67,243.27,284.82,30.65,394.8351162790698
180,2020-12-02 13:00:00,3.5247800000000002,152.17,12.16,68.67,268.83,319.75,37.49,408.0890361445783
181,2020-12-02 14:00:00,3.685,139.83,7.24,66.76,292.1,352.35,44.08,417.3409638554217
182,2020-12-02 15:00:00,3.5247800000000002,120.64,12.88,59.13,292.5,355.06,45.6,417.5
183,2020-12-02 16:00:00,3.36456,105.56,16.27,51.5,283.55,346.14,44.58,413.94156626506026
184,2020-12-02 17:00:00,3.3111599999999997,100.08,12.34,46.25,281.26,343.89,41.04,413.0310843373494
185,2020-12-02 18:00:00,3.04413,91.85,10.19,37.67,260.8,316.54,29.13,404.8963855421687
186,2020-12-02 19:00:00,2.48337,76.08,14.84,27.9,223.05,264.92,16.97,379.3174418604651
187,2020-12-02 20:00:00,2.1095300000000003,61.01,20.74,24.56,205.31,239.33,11.65,365.70302325581395
188,2020-12-02 21:00:00,1.92261,52.09,23.6,23.84,205.54,236.15,8.74,365.8795348837209
189,2020-12-02 22:00:00,1.8425,46.61,23.25,23.84,215.2,244.22,7.03,373.293023255814
190,2020-12-02 23:00:00,1.8157999999999999,45.24,18.24,23.84,230.31,259.16,6.27,384.88906976744187
191,2020-12-03 00:00:00,1.8692,47.98,9.12,25.51,252.44,282.79,6.33,401.57253012048193
192,2020-12-03 01:00:00,2.2964499999999997,51.41,0.89,32.9,293.56,332.14,9.37,417.9214457831325
193,2020-12-03 02:00:00,3.2844499999999996,52.78,0.01,47.21,362.96,421.16,15.71,445.5142168674699
194,2020-12-03 03:00:00,4.11224,55.52,0.85,59.61,411.84,483.58,20.01,464.9484337349397
195,2020-12-03 04:00:00,4.05884,58.26,4.43,70.57,409.47,481.24,22.55,464.00614457831324
196,2020-12-03 05:00:00,4.43268,76.08,11.0,87.74,438.31,518.43,31.67,475.47265060240966
197,2020-12-03 06:00:00,4.91333,117.9,27.9,114.44,499.71,586.26,36.99,499.8846987951807
198,2020-12-03 07:00:00,2.21634,82.25,118.73,156.4,331.31,368.29,11.27,432.93048192771084
199,2020-12-03 08:00:00,1.92261,69.23,163.08,144.96,311.07,343.36,9.5,424.8832530120482
200,2020-12-03 09:00:00,1.97601,72.66,183.11,154.5,306.68,339.42,10.39,423.1378313253012
201,2020-12-03 10:00:00,3.57819,142.57,108.72,158.31,396.51,454.3,29.13,458.8533734939759
202,2020-12-03 11:00:00,6.0348500000000005,219.35,22.89,158.31,546.54,640.16,52.69,239.35
203,2020-12-03 12:00:00,8.22449,241.28,0.84,183.11,661.49,783.98,81.06,261.28
204,2020-12-03 13:00:00,10.040280000000001,235.8,0.0,225.07,774.3,922.85,116.53,255.8
205,2020-12-03 14:00:00,11.53565,222.09,0.0,232.7,901.47,1083.52,137.81,242.09
206,2020-12-03 15:00:00,12.71057,208.38,0.0,200.27,1017.94,1227.9,131.73,238.4560043478261
207,2020-12-03 16:00:00,13.8855,200.15,0.0,160.22,1140.68,1363.66,118.55,255.31369565217392
208,2020-12-03 17:00:00,14.52637,191.93,0.0,141.14,1229.21,1465.21,106.39,264.50878695652176
209,2020-12-03 18:00:00,13.13782,171.36,0.0,113.49,1154.94,1392.78,72.96,244.58611304347826
210,2020-12-03 19:00:00,10.360719999999999,143.95,0.0,73.43,968.36,1176.27,38.0,204.7407652173913
211,2020-12-03 20:00:00,7.90405,117.9,0.0,48.64,829.57,996.33,20.27,173.73429746835444
212,2020-12-03 21:00:00,6.35529,100.08,0.01,37.19,749.66,878.97,15.45,154.32578607594937
213,2020-12-03 22:00:00,5.5542,89.11,0.04,34.33,717.75,819.9,15.45,144.28681012658228
214,2020-12-03 23:00:00,5.34058,81.57,0.04,33.38,716.9,805.93,15.71,141.6098
215,2020-12-04 00:00:00,5.28717,75.4,0.02,32.9,716.79,798.34,16.09,140.94048481012658
216,2020-12-04 01:00:00,5.66101,70.6,0.0,37.67,733.43,816.82,19.0,145.62531518987342
217,2020-12-04 02:00:00,7.37,74.03,0.01,51.5,821.05,924.91,23.81,167.04177215189873
218,2020-12-04 03:00:00,8.86536,89.11,0.64,61.04,879.8,991.12,28.63,185.7810936708861
219,2020-12-04 04:00:00,6.5155,122.01,9.66,65.8,694.8,771.76,32.17,156.3334810126582
220,2020-12-04 05:00:00,5.98145,138.46,37.19,77.25,667.73,741.97,38.0,158.46
221,2020-12-04 06:00:00,5.66101,139.83,104.43,90.6,683.51,756.9,38.0,159.83
222,2020-12-04 07:00:00,2.02942,52.78,211.72,118.26,364.65,390.92,7.6,446.18614457831325
223,2020-12-04 08:00:00,1.48201,40.78,220.3,94.41,275.03,294.81,7.54,410.55409638554215
224,2020-12-04 09:00:00,1.4553099999999999,49.35,226.02,103.0,267.96,287.97,8.87,407.7431325301205
225,2020-12-04 10:00:00,2.5901799999999997,119.27,157.36,141.14,337.15,374.12,21.03,435.2524096385542
226,2020-12-04 11:00:00,4.7531099999999995,233.05,46.49,181.2,454.12,521.31,36.99,481.7585542168675
227,2020-12-04 12:00:00,6.83594,293.37,1.9,188.83,545.64,640.73,48.13,311.29100840336133
228,2020-12-04 13:00:00,7.90405,301.6,0.0,179.29,603.82,721.26,57.76,318.13781512605044
229,2020-12-04 14:00:00,7.15637,249.51,0.0,150.68,630.03,748.36,61.3,269.51
230,2020-12-04 15:00:00,5.7678199999999995,194.67,3.13,113.49,617.16,717.71,55.73,214.67
231,2020-12-04 16:00:00,3.95203,106.93,62.23,80.11,537.68,608.31,42.56,126.93
232,2020-12-04 17:00:00,3.36456,80.88,67.23,59.61,510.44,573.51,40.03,484.48218934911245
233,2020-12-04 18:00:00,2.93732,70.6,67.23,44.35,483.95,534.87,25.59,493.6186746987952
234,2020-12-04 19:00:00,2.4032600000000004,52.78,81.54,33.38,453.42,489.45,12.29,481.4802409638554
235,2020-12-04 20:00:00,2.02942,34.62,97.28,26.23,427.52,454.69,7.35,471.18265060240964
236,2020-12-04 21:00:00,1.8157999999999999,25.36,104.43,22.89,409.76,433.17,5.76,464.1214457831325
237,2020-12-04 22:00:00,1.73569,21.76,104.43,21.94,398.86,420.84,5.07,459.7877108433735
238,2020-12-04 23:00:00,1.6956300000000002,20.56,103.0,21.46,394.76,416.0,4.75,458.1575903614458
239,2020-12-05 00:00:00,1.73569,21.59,100.14,21.22,395.83,417.04,4.69,458.58301204819276
240,2020-12-05 01:00:00,1.8959000000000001,28.1,89.41,23.13,404.53,428.05,6.02,462.04204819277106
241,2020-12-05 02:00:00,2.2964499999999997,47.3,66.52,29.56,423.6,454.79,9.25,469.6240963855422
242,2020-12-05 03:00:00,2.61688,67.17,49.35,37.19,429.26,466.51,11.78,471.8744578313253
243,2020-12-05 04:00:00,2.53677,62.38,61.51,41.49,411.15,448.43,13.55,464.67409638554216
244,2020-12-05 05:00:00,2.34985,54.15,83.69,44.82,391.34,428.16,16.97,456.7978313253012
245,2020-12-05 06:00:00,2.16293,50.04,115.87,51.5,379.44,414.41,17.99,452.0665060240964
246,2020-12-05 07:00:00,1.48201,43.53,167.37,87.74,304.43,326.97,10.39,422.24325301204817
247,2020-12-05 08:00:00,1.30844,45.24,185.97,103.95,285.43,305.21,8.87,414.6890361445783
248,2020-12-05 09:00:00,1.2416800000000001,47.3,194.55,114.44,275.58,294.69,8.87,410.77277108433736
249,2020-12-05 10:00:00,1.73569,74.71,154.5,114.44,286.4,312.93,15.58,415.0746987951807
250,2020-12-05 11:00:00,2.72369,119.27,87.98,92.51,318.51,358.74,25.08,427.8413253012048
251,2020-12-05 12:00:00,3.63159,164.51,20.21,71.53,338.76,389.22,32.42,435.8925301204819
252,2020-12-05 13:00:00,4.219060000000001,169.99,0.27,61.99,360.6,419.88,39.52,444.57590361445784
253,2020-12-05 14:00:00,4.05884,154.91,1.1,58.17,378.03,440.05,42.56,451.5059036144578
254,2020-12-05 15:00:00,3.33786,122.01,19.85,51.98,373.12,427.67,38.51,449.553734939759
255,2020-12-05 16:00:00,2.48337,76.77,55.08,43.87,353.51,395.94,29.89,441.7569879518072
256,2020-12-05 17:00:00,2.2964499999999997,63.75,57.22,37.19,357.85,398.4,23.81,443.48253012048195
257,2020-12-05 18:00:00,2.1095300000000003,57.58,55.79,30.52,357.38,393.73,15.71,443.2956626506024
258,2020-12-05 19:00:00,1.8425,47.98,57.22,23.37,347.82,376.94,8.87,439.49469879518074
259,2020-12-05 20:00:00,1.68228,38.73,58.65,20.27,347.01,372.41,6.52,439.17265060240965
260,2020-12-05 21:00:00,1.60217,32.56,57.22,18.6,351.48,375.72,5.51,440.9498795180723
261,2020-12-05 22:00:00,1.58882,30.5,52.93,18.36,357.98,382.45,5.26,443.53421686746987
262,2020-12-05 23:00:00,1.60217,30.16,46.49,18.12,364.83,389.78,5.26,446.2577108433735
